Packet ID,Order Date,Seller sku code,Quantity,Courier code,Order tracking number,Order Status,Delivered Date,Invoice Value,MRP,City,zipcode,Event ,Discount
9575917162,8/4/2024,PC-M-50,2,ecomexpress,3306084840,Delivered,8/8/2024,573,699,Mainpuri,205267,BAU,10%
8026529732,8/4/2024,PC-M-50,1,flipkartlogistics,MYSP1130630948,RTO Received,,573,699,Bangalore,560037,BAU,10%
8026623529,8/4/2024,BR-M-50,1,EK_E2E,MYEP1031789620,Delivered,8/9/2024,573,699,Gudivada,521301,BAU,10%
8026738257,8/4/2024,PC-M-50,1,flipkartlogistics,MYSC1095927958,RTO Received,,573,699,Visakhapatnam,530045,BAU,10%
8026796995,8/4/2024,PC-M-50,1,flipkartlogistics,MYSC1095927762,Delivered,8/9/2024,573,699,Hyderabad,500070,BAU,10%
8026826931,8/4/2024,MZ-M-50,1,EK_E2E,MYEP1031824843,RTO Received,,573,699,Sangareddy,502001,BAU,10%
8026881423,8/4/2024,MZ-M-50,1,flipkartlogistics,MYSC1095926713,RTO Received,,573,699,Rewari,123401,BAU,10%
8026890197,8/4/2024,BR-M-50,1,EK_E2E,MYEC1022859316,Delivered,8/11/2024,573,699,Virudunagar,626204,BAU,10%
8026956266,8/4/2024,MZ-M-50,1,flipkartlogistics,MYSP1130743578,Delivered,8/8/2024,573,699,Baroda,390006,BAU,10%
8026961205,8/4/2024,PC-M-50,1,EK_E2E,MYEC1022859649,Delivered,8/9/2024,573,699,Guntur,522007,BAU,10%
8026962951,8/4/2024,BR-M-50,1,flipkartlogistics,MYSP1130744170,Delivered,8/9/2024,573,699,Mumbai,400059,BAU,10%
8027003898,8/4/2024,BR-M-50,1,flipkartlogistics,MYSP1130744667,Delivered,8/9/2024,573,699,Nagpur,440022,BAU,10%
8027117570,8/4/2024,BR-M-50,1,flipkartlogistics,MYSP1130925823,Delivered,8/11/2024,573,699,Patna,800014,BAU,10%
8027358701,8/4/2024,BR-M-50,1,EK_E2E,MYEC1022894753,Delivered,8/9/2024,573,699,Balurghat,733101,BAU,10%
8027466943,8/4/2024,BR-M-50,1,flipkartlogistics,MYSP1130925949,Delivered,8/9/2024,573,699,Kamothe,410218,BAU,10%
8027545154,8/4/2024,PC-M-50,1,delhivery,5964764127593,Delivered,8/13/2024,573,699,Aizawl,796190,BAU,10%
8027678798,8/4/2024,GRC-SE-30,1,EK_E2E,MYEC1022893623,Delivered,8/10/2024,569,695,Hasan,573202,BAU,10%
8027741996,8/5/2024,BR-M-50,1,flipkartlogistics,MYSP1130912702,Delivered,8/7/2024,573,699,Agra,282002,BAU,10%
8027751754,8/5/2024,GRC-SE-30,1,flipkartlogistics,MYSC1096035930,Delivered,8/10/2024,569,695,Hyderabad,500008,BAU,10%
8027853368,8/5/2024,BR-M-50,1,flipkartlogistics,MYSP1130923543,Delivered,8/11/2024,573,699,Bangalore,560064,BAU,10%
8027916002,8/5/2024,BR-M-50,1,flipkartlogistics,MYSP1130943407,Delivered,8/6/2024,573,699,Gautam Buddha Nagar,201305,BAU,10%
8027981174,8/5/2024,BHA-EX-100-2,1,flipkartlogistics,MYSC1096106788,Delivered,8/9/2024,569,599,Hyderabad,500070,BAU,10%
8027984227,8/5/2024,PC-M-50,1,flipkartlogistics,MYSP1131053737,RTO Received,,573,699,Vishakhapatnam,530045,BAU,10%
8028275001,8/5/2024,MZ-M-50,1,EK_E2E,MYEP1031991417,Delivered,8/8/2024,573,699,Hisar,125001,BAU,10%
8028368683,8/5/2024,VAN-SE-30,1,flipkartlogistics,MYSP1131287129,Delivered,8/8/2024,1065,1299,Lucknow,226001,BAU,10%
8028380543,8/5/2024,GRC-SE-30,1,flipkartlogistics,MYSP1131284561,Delivered,8/8/2024,569,695,Gurgaon,122002,BAU,10%
8028394409,8/5/2024,BR-M-50,1,flipkartlogistics,MYSP1131289552,Delivered,8/12/2024,573,699,Vishakhapatnam,530045,BAU,10%
8028652334,8/5/2024,PC-M-50,1,flipkartlogistics,MYSC1096255141,Delivered,8/12/2024,573,699,Visakhapatnam,530045,BAU,10%
8028672556,8/5/2024,PC-M-50,1,EK_E2E,,Pre Cancelled,,573,699,Bapatla,522101,BAU,10%
8028677931,8/5/2024,MZ-M-50,1,flipkartlogistics,MYSC1096254508,Delivered,8/10/2024,573,699,Bangalore,560100,BAU,10%
8028689282,8/5/2024,BR-M-50,1,EK_E2E,,Pre Cancelled,,573,699,Bapatla,522101,BAU,10%
8028793260,8/6/2024,GRC-SE-30,1,flipkartlogistics,MYSC1096253667,Delivered,8/16/2024,590,695,Pune,411028,BAU,10%
8028813736,8/6/2024,PC-M-50,1,flipkartlogistics,MYSC1096254568,Delivered,8/12/2024,559,699,Pune,411028,BAU,10%
8028876882,8/6/2024,BR-M-50,1,EK_E2E,MYEP1032032758,Delivered,8/10/2024,559,699,Puri,752056,BAU,10%
8028997142,8/6/2024,BR-M-50,1,EK_E2E,MYEC1022995527,Delivered,8/10/2024,559,699,Bapatla,522101,BAU,10%
8029203419,8/6/2024,BR-M-50,1,flipkartlogistics,MYSC1096319909,Delivered,8/13/2024,559,699,Ernakulam,682028,BAU,10%
8029204330,8/6/2024,PC-M-50,1,flipkartlogistics,MYSC1096320123,Delivered,8/11/2024,559,699,Ernakulam,682028,BAU,10%
8029452549,8/6/2024,BR-M-50,1,EK_E2E,MYEC1023056460,RTO Received,,559,699,Guntur,522002,BAU,10%
8029559193,8/6/2024,BR-M-50,1,flipkartlogistics,MYSP1131462324,Delivered,8/8/2024,559,699,Jaipur,302021,BAU,10%
8029596923,8/6/2024,PC-M-50,1,EK_E2E,MYEP1032173096,Delivered,8/11/2024,559,699,Kaimur,821109,BAU,10%
8029653783,8/6/2024,MZ-M-50,1,EK_E2E,MYEC1023098471,Delivered,8/12/2024,559,699,Kolar,562102,BAU,10%
8029789765,8/6/2024,BR-M-50,1,flipkartlogistics,MYSP1131674101,Delivered,8/11/2024,559,699,Pune,411040,BAU,10%
8029965985,8/6/2024,GRC-SE-30,1,flipkartlogistics,MYSP1131668234,Delivered,8/8/2024,590,695,Greater Noida,201306,BAU,10%
8030265009,8/6/2024,GRC-SE-30,1,flipkartlogistics,MYSC1096505085,Delivered,8/10/2024,590,695,Udaipur,313001,BAU,10%
8030382227,8/6/2024,BR-M-50,1,EK_E2E,MYEC1023097773,Delivered,8/14/2024,559,699,Imphal,795004,BAU,10%
8030457392,8/7/2024,PC-M-50,1,flipkartlogistics,MYSP1131666980,Delivered,8/9/2024,559,699,Jammu,180001,Mid Sale,15%
8030574382,8/7/2024,BR-M-50,1,EK_E2E,MYEP1032166296,Delivered,8/11/2024,559,699,Bilaspur,495004,Mid Sale,15%
8030576848,8/7/2024,BR-M-50,1,EK_E2E,MYEC1023097266,Delivered,8/11/2024,559,699,Gulbarga,585101,Mid Sale,15%
8030580194,8/7/2024,BR-M-50,1,EK_E2E,MYEC1023096420,Delivered,8/11/2024,559,699,Darwha,445202,Mid Sale,15%
8030768963,8/7/2024,MZ-M-50,1,flipkartlogistics,MYSC1096535657,Delivered,8/10/2024,559,699,Lucknow,226028,Mid Sale,15%
8030852994,8/7/2024,BR-M-50,1,EK_E2E,MYEC1023133215,Delivered,8/12/2024,559,699,Srikakulam,532127,Mid Sale,15%
8030856697,8/7/2024,MZ-M-50,1,EK_E2E,,Pre Cancelled,,559,699,"Bangalore,",562157,Mid Sale,15%
8031014957,8/7/2024,ABF-SE-50,1,flipkartlogistics,MYSC1096599306,Delivered,8/11/2024,721,849,Mumbai,421001,Mid Sale,15%
8031050560,8/7/2024,PC-M-50,1,ecomexpress,10385377853,Delivered,8/13/2024,559,699,Bhairamgarh,494450,Mid Sale,15%
8031192109,8/7/2024,PC-M-50,1,EK_E2E,,Pre Cancelled,,559,699,Wani,445304,Mid Sale,15%
8031215232,8/7/2024,PC-M-50,1,EK_E2E,MYEC1023175947,Delivered,8/12/2024,559,699,Wani,445304,Mid Sale,15%
8031262552,8/7/2024,BR-M-50,1,EK_E2E,,Pre Cancelled,,559,699,Dimapur,797113,Mid Sale,15%
8031304600,8/7/2024,BR-M-50,1,flipkartlogistics,MYSC1096663067,Delivered,8/10/2024,559,699,Dehradun,248001,Mid Sale,15%
8031312711,8/7/2024,PC-M-50,1,flipkartlogistics,MYSP1131904206,RTO Received,,559,699,Hyderabad,502032,Mid Sale,15%
8031329842,8/7/2024,MZ-M-50,1,EK_E2E,MYEC1023175855,Delivered,8/13/2024,559,699,Pathanamthitta,691556,Mid Sale,15%
8031470004,8/7/2024,MZ-M-50,1,flipkartlogistics,MYSP1131921186,Delivered,8/13/2024,559,699,Raipur,492001,Mid Sale,15%
8031497349,8/7/2024,BR-M-50,1,ecomexpress,,RTO Received,8/13/2024,559,699,Khammam,507114,Mid Sale,15%
8031560040,8/7/2024,MZ-M-50,1,EK_E2E,MYEC1023207454,Delivered,8/12/2024,559,699,"Shimla,",171009,Mid Sale,15%
8031681972,8/7/2024,BR-M-50,1,EK_E2E,MYEP1032323570,Delivered,8/12/2024,559,699,Cooch Behar,736101,Mid Sale,15%
8031693463,8/7/2024,BR-M-50,1,flipkartlogistics,MYSP1132083593,Delivered,8/12/2024,559,699,Mumbai,400060,Mid Sale,15%
8031793680,8/7/2024,BR-M-50,1,EK_E2E,MYEC1023207137,Delivered,8/12/2024,559,699,Abu Road,307510,Mid Sale,15%
8031810609,8/7/2024,PC-M-50,1,EK_E2E,MYEC1023208713,Delivered,8/12/2024,559,699,Gaya,824211,Mid Sale,15%
8031819534,8/7/2024,ABF-SE-50,1,flipkartlogistics,MYSP1132083283,Delivered,8/12/2024,721,849,Hyderabad,500032,Mid Sale,15%
8031875630,8/7/2024,MZ-M-50,1,EK_E2E,MYEC1023207155,Delivered,8/12/2024,559,699,Sant Ravidas Nagar,221303,Mid Sale,15%
8032040884,8/8/2024,BR-M-50,1,EK_E2E,MYEC1023206608,RTO Received,,559,699,Jammu,181123,BAU,10%
8032169483,8/8/2024,PC-M-50,1,flipkartlogistics,MYSC1096784141,Delivered,8/13/2024,559,699,Chennai,600097,BAU,10%
8032238960,8/8/2024,BR-M-50,1,EK_E2E,MYEC1023206744,RTO Received,,559,699,Sultanpur,228001,BAU,10%
8032255660,8/8/2024,ABF-SE-50,1,flipkartlogistics,MYSC1096780895,Delivered,8/10/2024,721,849,Udaipur,313001,BAU,10%
8032278934,8/8/2024,PC-M-50,1,flipkartlogistics,MYSC1096783096,Delivered,8/12/2024,559,699,Hyderabad,500081,BAU,10%
8032509984,8/8/2024,PC-M-50,1,EK_E2E,MYEC1023256798,Delivered,8/12/2024,559,699,Bathinda,151001,BAU,10%
8033246922,8/8/2024,BR-M-50,1,flipkartlogistics,MYSC1096972356,Delivered,8/10/2024,559,699,New Delhi,110046,BAU,10%
8033362428,8/8/2024,PC-M-50,1,flipkartlogistics,MYSP1132484349,Delivered,8/13/2024,559,699,Hyderabad,500090,BAU,10%
8033387054,8/8/2024,BR-M-50,1,flipkartlogistics,MYSP1132483769,Delivered,8/14/2024,559,699,Chennai,600127,BAU,10%
8033552096,8/9/2024,BR-M-50,1,flipkartlogistics,MYSP1132485068,Delivered,8/13/2024,559,699,Bengaluru,560103,BAU,10%
8033582915,8/9/2024,BR-M-50,1,EK_E2E,MYEC1023296300,Delivered,8/12/2024,559,699,Sultanpur,228001,BAU,10%
8033599151,8/9/2024,PC-M-50,1,EK_E2E,MYEC1023314798,Delivered,8/13/2024,559,699,Amravati,444603,BAU,10%
8033697140,8/9/2024,PC-M-50,1,flipkartlogistics,MYSP1132485837,Delivered,8/13/2024,559,699,Bangalore,560103,BAU,10%
8033926517,8/9/2024,MZ-M-50,1,EK_E2E,MYEC1023355513,Delivered,8/14/2024,559,699,Berhampur,761006,BAU,10%
8033970165,8/9/2024,PC-M-50,1,flipkartlogistics,MYSP1132580353,Delivered,8/13/2024,559,699,Trivandrum,695004,BAU,10%
8034059435,8/9/2024,BR-M-50,1,EK_E2E,MYEC1023365838,Delivered,8/13/2024,559,699,Veeravasaram,534245,BAU,10%
8034077937,8/9/2024,PC-M-50,1,ecomexpress,10385829442,Delivered,8/15/2024,559,699,Khammam,507114,BAU,10%
8034471000,8/9/2024,PC-M-50,1,flipkartlogistics,MYSP1132770573,Delivered,8/12/2024,559,699,Gautam Buddha Nagar,201301,BAU,10%
9578615287,8/9/2024,BR-M-50,2,EK_E2E,MYEC1023423266,Delivered,9/16/2024,559,699,Jowai,793150,BAU,10%
9578615287,8/9/2024,MZ-M-50,2,EK_E2E,MYEC1023423266,Delivered,9/16/2024,559,699,Jowai,793150,BAU,10%
8034698534,8/9/2024,GRC-SE-30,1,EK_E2E,,Pre Cancelled,,590,695,Kottayam,686574,BAU,10%
8034703540,8/9/2024,GRC-SE-30,1,EK_E2E,MYEC1023423600,Delivered,8/16/2024,590,695,Kottayam,686574,BAU,10%
8034845876,8/9/2024,BR-M-50,1,flipkartlogistics,MYSC1097325494,Delivered,8/14/2024,559,699,Kolkatta,700141,BAU,10%
8034852095,8/9/2024,MZ-M-50,1,flipkartlogistics,MYSC1097249279,Delivered,8/12/2024,559,699,Gwalior,474002,BAU,10%
8034859078,8/9/2024,BR-M-50,1,flipkartlogistics,MYSP1132889826,Delivered,8/14/2024,559,699,Bangalore,560062,BAU,10%
8034886828,8/9/2024,PC-M-50,1,delhivery,5.96E+12,Delivered,8/14/2024,559,699,Mandi,175012,BAU,10%
8034914262,8/9/2024,PC-M-50,1,flipkartlogistics,MYSC1097249106,Delivered,8/11/2024,559,699,New Delhi,110005,BAU,10%
8034988465,8/9/2024,BR-M-50,1,EK_E2E,MYEC1023424185,Delivered,8/14/2024,559,699,Baripada,757001,BAU,10%
8035006278,8/10/2024,BR-M-50,1,EK_E2E,MYEP1032617985,Delivered,8/13/2024,559,699,Mahesana,384002,BAU,10%
8035057490,8/10/2024,PC-M-50,1,flipkartlogistics,MYSC1097326468,Delivered,8/14/2024,559,699,Kolkata,700088,BAU,10%
8035096534,8/10/2024,PC-M-50,1,EK_E2E,MYEP1032617619,Delivered,8/16/2024,559,699,Sangli,416416,BAU,10%
8035118880,8/10/2024,VAN-SE-30,1,flipkartlogistics,MYSP1132892074,Delivered,8/15/2024,1104,1299,Mapusa,403511,BAU,10%
8035150490,8/10/2024,PC-M-50,1,flipkartlogistics,MYSC1097319060,Delivered,8/13/2024,559,699,Indore,452014,BAU,10%
8035292345,8/10/2024,ABF-SE-50,1,flipkartlogistics,MYSP1132892869,Delivered,8/14/2024,721,849,Bengaluru,560035,BAU,10%
8035317797,8/10/2024,MZ-M-50,1,EK_E2E,MYEC1023433704,Delivered,8/16/2024,559,699,Imphal,795001,BAU,10%
8035615168,8/10/2024,BR-M-50,1,EK_E2E,MYEP1032694582,Delivered,8/14/2024,559,699,Dachepalle,522414,BAU,10%
8035669175,8/10/2024,BR-M-50,1,EK_E2E,MYEC1023485162,Delivered,8/14/2024,559,699,North 24 Parganas,700160,BAU,10%
8035688124,8/10/2024,BR-M-50,1,EK_E2E,MYEC1023485022,Delivered,8/14/2024,559,699,Tumkur,572104,BAU,10%
8035707623,8/10/2024,PC-M-50,1,flipkartlogistics,MYSP1133046231,Delivered,8/14/2024,559,699,Mumbai,400706,BAU,10%
8035806556,8/10/2024,BR-M-50,1,flipkartlogistics,MYSP1133139709,Delivered,8/15/2024,559,699,Baroda,390009,BAU,10%
8035869132,8/10/2024,PC-M-50,1,EK_E2E,MYEP1032727008,Delivered,8/16/2024,559,699,Chennai,600069,BAU,10%
8036342596,8/10/2024,HS-SUN-50,1,EK_E2E,MYEP1032803185,Delivered,8/16/2024,594,699,Tiruchirapally,620001,BAU,10%
8036357237,8/10/2024,BR-M-50,1,EK_E2E,MYEP1032802402,Delivered,8/27/2024,559,699,Imphal,795001,BAU,10%
8036380419,8/10/2024,PC-M-50,1,flipkartlogistics,MYSC1097647345,Delivered,8/16/2024,559,699,Nallasopara,401203,BAU,10%
8036418942,8/10/2024,BR-M-50,1,flipkartlogistics,MYSP1133391420,Delivered,8/13/2024,559,699,New Delhi,110045,BAU,10%
8036508865,8/10/2024,PC-M-50,1,flipkartlogistics,MYSC1097647923,Delivered,8/16/2024,559,699,Hyderabad,500090,BAU,10%
8036597286,8/10/2024,PC-M-50,1,flipkartlogistics,MYSP1133391770,Delivered,8/16/2024,559,699,Hyderabad,500084,BAU,10%
8036712980,8/11/2024,MZ-M-50,1,flipkartlogistics,MYSP1133393518,Delivered,8/16/2024,559,699,Kolkata,700039,BAU,10%
8036857200,8/11/2024,PC-M-50,1,flipkartlogistics,MYSC1097649640,RTO Received,,503,699,Patna,800020,BAU,10%
8036951659,8/11/2024,PC-M-50,1,flipkartlogistics,MYSC1097649603,Delivered,8/18/2024,559,699,Bhubaneswar,751024,BAU,10%
9579214596,8/11/2024,HS-SUN-50,2,flipkartlogistics,MYSC1097648715,Delivered,8/13/2024,594,699,New Delhi,110018,BAU,10%
9579214596,8/11/2024,MZ-M-50,2,flipkartlogistics,MYSC1097648715,Delivered,8/13/2024,559,699,New Delhi,110018,BAU,10%
8037055687,8/11/2024,PC-M-50,1,EK_E2E,MYEP1032804657,Delivered,8/16/2024,559,699,Guwahati,781040,BAU,10%
8037208584,8/11/2024,PC-M-50,1,flipkartlogistics,MYSC1097656143,Delivered,8/16/2024,559,699,"North 24 parganas,",700064,BAU,10%
8037223958,8/11/2024,MZ-M-50,1,flipkartlogistics,MYSP1133406553,Delivered,8/17/2024,559,699,Hyderabad,500084,BAU,10%
8037271304,8/11/2024,MZ-M-50,1,EK_E2E,MYEC1023585555,Delivered,8/15/2024,559,699,Ballia,277001,BAU,10%
8037336658,8/11/2024,BR-M-50,1,EK_E2E,MYEP1032852814,Delivered,8/17/2024,559,699,Pathanamthitta,689643,BAU,10%
8037711711,8/11/2024,PC-M-50,1,flipkartlogistics,MYSP1133546041,Delivered,8/16/2024,559,699,Bangalore,560027,BAU,10%
8037810827,8/11/2024,BHA-EX-100-2,1,flipkartlogistics,MYSC1097742239,RTO Received,,569,599,Udaipur,313001,BAU,10%
8037831761,8/11/2024,BR-M-50,1,delhivery,5964771732452,Delivered,8/19/2024,559,699,Tura,794002,BAU,10%
9579631858,8/11/2024,BR-M-50,2,EK_E2E,MYEC1023624935,Delivered,8/14/2024,559,699,"Muzaffarnagar,",251203,BAU,10%
9579631858,8/11/2024,PC-M-50,2,EK_E2E,MYEC1023624935,Delivered,8/14/2024,559,699,"Muzaffarnagar,",251203,BAU,10%
8038203096,8/11/2024,ABF-SE-50,1,flipkartlogistics,MYSP1133731298,RTO Received,,648,849,East singhbhum,831017,BAU,10%
8038336370,8/11/2024,BR-M-50,1,flipkartlogistics,MYSC1097853018,Delivered,8/14/2024,559,699,Ludhiana,141010,BAU,10%
8038466710,8/11/2024,PC-M-50,1,flipkartlogistics,MYSP1133730774,Delivered,8/17/2024,559,699,Chennai,600033,BAU,10%
8038514496,8/11/2024,PC-M-50,1,ecomexpress,10389606599,Delivered,8/15/2024,559,699,Nabha,147201,BAU,10%
8038555689,8/11/2024,BR-M-50,1,flipkartlogistics,MYSP1133732513,Delivered,8/16/2024,559,699,Navi Mumbai,400701,BAU,10%
8038626762,8/12/2024,PC-M-50,1,EK_E2E,MYEP1032896056,Delivered,8/15/2024,503,699,Jaunpur,222002,Mid Sale,15%
8038698324,8/12/2024,GRC-SE-30,1,EK_E2E,MYEC1023628000,Delivered,8/16/2024,569,695,Siliguri,734006,Mid Sale,15%
8038732133,8/12/2024,PC-M-50,1,flipkartlogistics,MYSP1133722766,RTO Received,,573,699,Delhi,110085,Mid Sale,15%
8038745029,8/12/2024,MZ-M-50,1,EK_E2E,,Pre Cancelled,,559,699,Sangareddy,502001,Mid Sale,15%
8038745242,8/12/2024,MZ-M-50,1,EK_E2E,MYEC1023627772,RTO Received,,559,699,Sangareddy,502001,Mid Sale,15%
8038822231,8/12/2024,PC-M-50,1,EK_E2E,MYEC1023628490,Delivered,8/17/2024,559,699,Mangaldoi,784522,Mid Sale,15%
8038873617,8/12/2024,ABF-SE-50,1,flipkartlogistics,MYSC1097895286,Delivered,8/16/2024,696,849,North 24 parganas,700059,Mid Sale,15%
8038941460,8/12/2024,PC-M-50,1,flipkartlogistics,MYSC1097915476,Delivered,8/16/2024,559,699,Hyderabad,500090,Mid Sale,15%
8039172231,8/12/2024,BHA-EX-100-2,1,flipkartlogistics,MYSC1098009418,Delivered,8/19/2024,569,599,Udaipur,313001,Mid Sale,15%
8039181802,8/12/2024,MZ-M-50,1,EK_E2E,MYEP1033043001,Delivered,8/14/2024,559,699,Hoshiarpur,146001,Mid Sale,15%
8039257440,8/12/2024,BR-M-50,1,flipkartlogistics,MYSP1134010433,Delivered,8/13/2024,559,699,Gautam Buddha Nagar,201303,Mid Sale,15%
8039348920,8/12/2024,ABF-SE-50,1,flipkartlogistics,MYSP1134056757,Delivered,8/16/2024,696,849,Indore,452002,Mid Sale,15%
8039383619,8/12/2024,ABF-SE-50,1,flipkartlogistics,MYSP1134194879,Delivered,8/17/2024,696,849,Bangalore,560094,Mid Sale,15%
8039457758,8/12/2024,PC-M-50,1,ecomexpress,10390479689,RTO Received,,559,699,Cuddapah,516126,Mid Sale,15%
8040117297,8/13/2024,GRC-SE-30,1,EK_E2E,MYEC1023778816,Delivered,8/17/2024,569,695,Bikaner,334001,Mid Sale,15%
8040463805,8/13/2024,MZ-M-50,1,flipkartlogistics,MYSP1134390148,Delivered,8/18/2024,559,699,Bangalore,560064,Mid Sale,15%
8040989450,8/13/2024,PC-M-50,1,flipkartlogistics,,Pre Cancelled,,559,699,Delhi,110032,Mid Sale,15%
8041178253,8/14/2024,PC-M-50,1,flipkartlogistics,MYSP1134570004,Delivered,8/19/2024,559,699,Hyderabad,500029,Mid Sale,15%
8041251148,8/14/2024,PC-M-50,1,EK_E2E,MYEP1033262082,Delivered,8/18/2024,559,699,Davangere,577004,Mid Sale,15%
8041331215,8/14/2024,PC-M-50,1,flipkartlogistics,MYSP1134867160,Delivered,8/20/2024,559,699,Hyderabad,500085,Mid Sale,15%
